ID,会議の名称,発言者,人分類,発言内容,年度,年月日,委員会/本会議名称,議事関係
,令和7年 子ども子育て・高齢者対策特別委員会(9月9日),ほづみ委員,ほづみゆうき,"ありがとうございます。

今回、若者当事者の枠としては４名応募があって、もともと枠として設定されていた２名を選任されたということだと思っています。今回、新規の募集であるということと、募集期間が２週間程度とかなり短かったということ、あとは区政世論調査などを見ていましても、これらの年代の方はあまり区のおしらせなどを見ていないことを踏まえると、手が挙がるのはなかなか難しいのではないかというふうに思っていたところだったので、４名応募があって、２名を無事選べたというところで、よかったと思っております。これまで子ども・子育て会議においては、子育て当事者の方の声を積極的に拾っていただいて、その実現につなげてきていただいたというふうに考えております。子育て当事者の方については引き続き、そして、それと同時に、今回新たに選任された若者当事者の方の意見もぜひ積極的に聞いていただいて、今後の政策に生かしていただくことを期待しております。

次に、前委員に引き続き、認可外保育施設への補助についてお伺いします。

前提の部分については、前委員のお話と重なるところから、省略いたしますけれども、９月から東京都の助成拡大によって、様々な自治体において、もともとの補助額以上に補助が行われているような例が多々ございます。23区の状況を確認しますと、月当たりの補助額が８万円もしくはそれ以上に増額されている区は23区中15区ありました。４万円台の補助となっている区は、本区を含め、６区程度にとどまっております。基本的な考え方としては、先ほどの質疑にもありましたとおり、区として、より厳格な基準がある認可のほうをできる限り使っていただきたいというようなお考えは十分理解をするところです。他方で、本区の事情としては、これも先ほど説明がありましたけれども、必ずしも認可園に十分な空きがなく、一定程度、これらの施設は待機児童の対策としての役割もあるということ、あと、今回、東京都の助成もあるということ、さらに、先ほど御説明したとおり、近隣の状況などを見ますと、既に多くの区で導入実績があることを踏まえますと、こちらは本区としても進めていくべき段階にあるのかなというふうに考えております。特に、既に他区で導入されているにもかかわらず、本区で導入されていないという点については、やはり実際の利用者の方からの要望は根強く、現在、署名活動のようなことも行われております。本区としても、導入をぜひ進めていくべきと考えますけれども、先ほどの質疑を見ますと、まだ慎重な立場というところについては確認をさせていただきました。

こちらについて幾つかお伺いしたいのは、まず１つとして、先ほどの質疑の中で、通常の認可園に対して、取り合いをする可能性というような話があったかと思います。こちらについては、実際、今後起こり得る話だと思うんですけれども、先ほどもあったとおり、現状でいうと、認可園についてもゼロから２歳枠でいうと、かなり枠が少なくなっている、定員に余りがないというような状況では、少なくとも現状においては取り合いということについては考える余地はないのではないかというふうに思っています。一つの考え方としては、例えば待機児童である、要するに、認可園に申し込んだけれども、待機児童になってしまったというような前提条件を設けた上で、そういった方に対して補助をするような考え方もあるのかなというふうに思いますので、そちらの考え方について、ひとつお伺いできればと思います。

もう一つ、先ほど中央区の保幼小連携の事例が東京都の場で発表されたというような話がありましたけれども、それに関しては、要するに、中央区の認可園、幼稚園も含めてだと思いますが、そちらの実践によって安定的に小学校段階に移ることができるというようなことで発表されたのではないかというふうに思います。こちらについては、要するに、どこの施設に入られていたかというところは、当然、いろいろな情報で分かるところかと思うんですけれども、認可保育園なり、区立の幼稚園に行かれていたお子さんと、認可外の保育施設に行かれていた方で、学校への適用状況に対して何かしら違いがあったのかみたいなところに関しても、そういった発表の中で分析のようなものがあったのかどうか。それがもしあるのであれば、もう少し簡略化してで結構ですけれども、お示しいただけたらと思います。

２点よろしくお願いします。",,2025/9/9,子ども子育て・高齢者対策特別委員会,議員
,令和7年 子ども子育て・高齢者対策特別委員会(9月9日),金広保育課長,ほづみゆうき,"委員の先ほどの御指摘のとおり、やはりゼロから２歳児は、本区において厳しいところは確かでございます。そのため、区としては、ゼロから２歳児につきましては、認証保育所を、今まではゼロから５歳児のところをゼロから２歳児に、もともとの認証保育所の役割を踏まえた上で、ゼロから２歳の保育料を手厚くすることで、全体的にゼロから２歳の受皿に移行させていっているところでございます。そういった対応をしておりますので、ゼロから２歳児についても、今後そういった整備が行われていく考えもございますので、その中で、あえて認可外について、また、そこにさらにという考えはございません。

あとは、認可外に行かれた方の小学校の適用状況というところについては、個別に一人一人、この子は認可外だから駄目だとか、認可だからよかったというような統計は取ってはございませんけれども、全体的に、小学校に上がるときに、お子さんにどういったことを保育園の中でやっていってほしいという話を共有しながら対応していって、小学校に上がったときに困らないような対応を保幼小の中で取っているところでございます。

以上です。",,2025/9/9,子ども子育て・高齢者対策特別委員会,理事者
,令和7年 子ども子育て・高齢者対策特別委員会(9月9日),ほづみ委員,ほづみゆうき,"補助の考え方について、認証保育所でそういった役割を担っているので、認可外ではそこの考えは現状でないということであったかと思います。認証のほうでやられている部分があるということなのであれば、今後のニーズ等も踏まえて、認可外も認証保育所に準ずるような扱いをするですとか、そういった考え方もあるかなというふうに思いますので、こちらについては引き続き要望してまいりたいと思います。

もう一つ、保幼小の連携の効果に関してですけれども、こちらについては具体的なデータはないということでおっしゃっていただいたところですが、こちらについて何かしら効果を示すことができるのであれば、保護者の方にそれをアピールすることによって、区としてはこう考えているし、こういう成果もあるのだから、こちらのほうが望ましいというような考え方、誘導もできるかと思いますので、そこについては、ぜひ引き続き調査検討をしていただけたらというふうに思っております。

一方で、保護者の方々のそういった要望は現状もあるところです。こちらについて、聞いているところによりますと、本日が締切りで署名についても提出されるようなことを伺っております。当事者の方の課題意識とかを踏まえて、こちらについても、ぜひ前向きに御検討いただけたらというふうに思っております。

次に、保育園における、タイミーなど、いわゆるスポットワークの利用状況についてお伺いをいたします。

保育業界に限った話ではないですけれども、近年、様々な業界で人不足という課題がありまして、その一つの対応策として活用が進んできているのが、この手のスポットワークのサービスです。近年では、保育園でも利用されている例があるというふうに伺っております。人不足の中で、すぐに必要な人材を確保できることや、実際に働いている姿を見られるということで、今後の採用の機会としても活用できるというメリットが挙げられています。他方、十分に身元確認ができない方が保育の現場に入ることに対して、保護者の方から不安という声もございます。区内の保育施設において、これらのスポットワークの利用状況について把握されているかどうかという点と、区としてのこれらに対する考え方についてお伺いできればと思います。お願いします。",,2025/9/9,子ども子育て・高齢者対策特別委員会,議員
,令和7年 子ども子育て・高齢者対策特別委員会(9月9日),金広保育課長,ほづみゆうき,"スポットワーク、いわゆる隙間バイトにつきましては、利用している園があることについては認識してございます。どれぐらいの園が利用しているかというところについては、今、手元に資料はないですけれども、やはり年度途中の急な退職、そして急なお休みなどの際に、配置基準を満たさずに預かることがないように、一時的に利用しているということについては聞いているところでございます。その上で、こども家庭庁が２月に通知を出しまして、隙間バイトにより採用された職員を最低基準上の保育士の定数の一部に充てることは望ましくない、一方で、病気等のやむを得ない事情により当日の欠員が急遽出た場合に活用する等のことは、一概に避けられるものではないということと、短期の隙間バイトの利用を繰り返すことについては望ましくないですよといった内容の通知がございまして、こちらについては、全園に周知したところでございます。引き続き、区としては、この通知がちゃんと浸透しているかどうか改めて確認しながら、保育の質に影響が出ていないかどうか、巡回を通じて確認していく考えでございます。

以上です。",,2025/9/9,子ども子育て・高齢者対策特別委員会,理事者
,令和7年 子ども子育て・高齢者対策特別委員会(9月9日),ほづみ委員,ほづみゆうき,"ありがとうございます。こども家庭庁の通知等々を活用して、周知に当たっていただいているということで理解をいたしました。

一方的にネガティブとは思っておりませんで、先ほども申し上げたとおり、実際に働いている姿を見ることによって、採用の機会というケースもあり得ると思っております。そういったポジティブな面も含めて、適切に管理していただいて、利用いただくということを今後も徹底していただけたらというふうに思っております。

続けます。次に、敬老大会についてお伺いをいたします。

今年度は歌舞伎座で開催されておりまして、予算書を拝見しますと9,263万円で、招待者数は9,040名とされております。こちらについて、対象者は70歳以上で、近年でいうとおおよそ２万人程度おられる中での申込みということで、申込みの状況によっては、全員当選されたり、一部の落選の方がおられたりという状況と認識をしております。以前、2023年度の状況について伺った際には全員が参加できたというふうに伺っておりますけれども、今年度については、どういった状況なのかという点について確認させていただけたらと思います。お願いします。",,2025/9/9,子ども子育て・高齢者対策特別委員会,議員
,令和7年 子ども子育て・高齢者対策特別委員会(9月9日),阿部高齢者福祉課長,ほづみゆうき,"今年度は歌舞伎座さんで５日間ですけれども、申込みされた方が合計で9,350人ほどいらっしゃいまして、抽せんになりました。350人ほど落選となったんですけれども、150人以上の方のキャンセルが出たため、結果的に、お席が用意できなかった方の人数は約200人となっております。

以上です。",,2025/9/9,子ども子育て・高齢者対策特別委員会,理事者
,令和7年 子ども子育て・高齢者対策特別委員会(9月9日),ほづみ委員,ほづみゆうき,"ありがとうございます。9,350名申込みで、結果的には200名の方が落選ということであったかと思います。

こちらについて、以前、本件を伺った際に、本事業は1974年から続いている歴史のある伝統事業ということで伺っております。敬老慶祝という意義については理解いたしますけれども、23区の中で本区ほどの規模感、予算額で事業を行っているような区は、調べた限りではないというふうに思っております。その中で、今後さらに事業規模を拡大するという方向性は考えにくい一方、さらに高齢の方が増えるというところもありますので、こちらについて当選する確率というのは、現状でいうと申し込めばほぼ当たるという状況かと思いますけれども、この割合についても少しずつ下がってくるものだと思っております。こちらにつきましては、当たらなかったというようなお声をいただくこともあるんですけれども、こちらについては、常に毎年当たるものではないというところ、ただし、以前にもお伺いしたんですけれども、２年に一度は当たるような形の設計になっているということで伺っておりますので、そういったところについては、ぜひ引き続き周知をしていただけたらというふうに思っております。

次に、いきいき館に関してお伺いをいたします。

社会的な孤立の防止ですとか、フレイル予防、生きがいづくりといった観点から、ぜひ施設の登録利用者は増やしていくべきというふうに考えているところです。行政評価には登録者数が示されていまして、令和５年度末では5,668人ということです。同年４月１日の人口を見ますと、60歳以上は３万5,200人で、割合を見ますと16.1％です。登録されてしばらく来館がない方にはお電話するような仕組みがあるなど、登録された方に関しては、何らかの支援なり、接点になるというふうに考える一方で、この数字を見ると、８割以上の方がまだ登録されていないという点は課題に感じるところです。これまでも周知等を行っていただいているところかと思いますけれども、どういった形で周知をやられているかですとか、現状の数字の受け止めというところについてお伺いできればと思います。

また、この登録割合につきまして、年代によっても、かなり登録者数は変わってくるかと思いますので、こちらの分析なども、もしあればお示しいただけたらと思います。お願いします。",,2025/9/9,子ども子育て・高齢者対策特別委員会,議員
,令和7年 子ども子育て・高齢者対策特別委員会(9月9日),阿部高齢者福祉課長,ほづみゆうき,"いきいき館、敬老館は区内に３館ありまして、こちらにつきましては、登録者数が対象者数の16％ほどということなので、周知にはかなり力を入れてやっているところでございます。先ほどの敬老大会では、毎回、参加者全員に敬老館のチラシを配布しておりますし、その他、敬老館の近隣の町会・自治会さんや郵便局や薬局などに御了解いただいて、毎月行事予定が載っている館だよりの配布や掲示をしております。それから、敬老館の職員が、高齢者通いの場ですとか、高齢者クラブなどに直接行きまして、館のＰＲを行うなどしまして、登録者数を増やす努力をしております。人口も増えているので、割合については、６年度末の時点でもあまり変わらないですけれども、登録者数が６年度末時点で6,183人になりまして、前年度と比較しますと500人増えております。実際、60歳以上の人口の増を見ますと、1,700人ぐらい増えている中の500人の方に登録していただいているということでは、かなり周知は成功しているのではないかと考えております。

前は、区の広報を見ていらっしゃるという方が多かったんですけれども、最近ですと、口コミといいますか、利用者さんが誘って来るというようなパターンも増えてきているということで、実際に来ていただいている方には大変満足していただいている表れかと考えておりますので、引き続き周知には力を入れていきたいと考えております。

以上です。",,2025/9/9,子ども子育て・高齢者対策特別委員会,理事者
,令和7年 子ども子育て・高齢者対策特別委員会(9月9日),ほづみ委員,ほづみゆうき,"ありがとうございます。

様々な場面で周知いただいているというところ、あと直近の数字としては6,000人を超えているというところだったと思います。新型コロナウイルス感染症の影響等もあって一時的に下がっていたところが、少しずつ上がってきているという面もあるのかなというふうに思っているところです。

すみません。先ほどお伺いしたところで、年代によっての登録者数の割合ですとか、その辺についてお示しいただきたいというところが１つと、先ほど1,700名近くから500人程度増加されているという話があったんですけれども、前年度比で対象の年代の方の人口が増えて、その中でということではなくて、登録者数の前後比較で500名程度増えたということなのかと思います。要するに、今まで住んでいらっしゃった方も、そこの500名の中に含まれているのではないかと思いますけれども、そこの考え方について確認できればと思います。お願いします。",,2025/9/9,子ども子育て・高齢者対策特別委員会,議員
,令和7年 子ども子育て・高齢者対策特別委員会(9月9日),阿部高齢者福祉課長,ほづみゆうき,"先ほどの年代別の割合ということでは、人口が毎年度増えていくに伴って、令和３年度以降は毎年度増えていっているところではございますけれども、令和２年度、令和３年度につきましては、やはりコロナの影響で休館しましたり、事業自体が休止となっていた関係で、登録者数が増えていかなかったということもありまして、そのときだけは特別に少なかったんですけれども、それ以外は毎年度増加をしているところです。

5,668人が、同じ１年後の時点で6,183人になったので、ここは500人増なんですけれども、転入された方ばかりではなく、自然に年齢を重ねて60歳になった方も当然いらっしゃるんですが、実際の60歳以上の人口が３万4,600人ぐらいだったのが、３万6,400人ぐらいに増えているんです。１月１日時点で見ているんですけれども、実際、人口が1,700人増えている中で、500人の登録者が増えているということで、転入者も従来から住んでいる方もいらっしゃるというふうに考えています。

すみません。年代というのは、年齢別ということでしたか。ごめんなさい。正確な数字は今すぐ出ないですけれども、70代が多いです。60代は比較的少なくて、70代以上の方がたくさん使っているという状況になっております。

以上です。",,2025/9/9,子ども子育て・高齢者対策特別委員会,理事者
,令和7年 子ども子育て・高齢者対策特別委員会(9月9日),ほづみ委員,ほづみゆうき,"ありがとうございます。すみません。分かりにくい表現で失礼いたしました。

60代は少なくて、70代が多いということでしたので、そうすると、年代のボリュームを見ても、今の16.1％という数字に関しては、意外と多いという見方もできるのかなというふうに思いました。こちらについては、十分御承知のところかと思いますけれども、本区でひとり暮らしの高齢者の方も多く居住しておられますので、いかに積極的に接点を持っていただくかというところが今後の医療、福祉につながって、より健康に長生きしていただくことにも直結するかと思いますので、ぜひ周知について引き続きお願いできればというふうに思っております。ありがとうございます。",,2025/9/9,子ども子育て・高齢者対策特別委員会,議員
,令和7年 子ども子育て・高齢者対策特別委員会(9月9日),墨谷委員,墨谷浩一,"私からは、理事者報告、資料３の中から質問させていただきたいと思います。

新型コロナウイルス感染症定期予防接種の自己負担額の減額についてということで、接種を希望されている方にとっては、負担額が軽減されるということはよい取組というふうに考えております。75歳以上の方については、自己負担額がゼロ円ということで、また65歳から74歳については、従来の3,500円から2,500円に減額されるというふうに、今回、報告をいただいているところでございます。

まず最初に、本区の接種者の見込み、また価格設定の考え、そしてまた対象者への御案内についてどのように考えていらっしゃるのかお聞かせいただきたいと思います。",,2025/9/9,子ども子育て・高齢者対策特別委員会,議員
,令和7年 子ども子育て・高齢者対策特別委員会(9月9日),武田健康推進課長,墨谷浩一,"まず、今年度のコロナの定期予防接種の接種者数の見込みについてでございます。

昨年度の実績が、年代によって少しずつ接種率は異なるものの、押しなべて28％ほどでございましたので、５％ほど増えても、のみ込めるというようなことで考えて、全年齢を平均すると33％ほどと、年代ごとに設定したパーセンテージは異なりますが、おおむねその程度を見込んでおります。

それから、価格の設定ですけれども、昨年度は、国の国庫負担金があって、もともと１万5,000円を超えるぐらいのものだったところに8,300円ほどの国からのお金があって、そこから各自治体がどのように価格設定するかというところでございました。昨年度は、直前に、今回と同じように都の1,000円補助があったんですけれども、1,000円の補助の発表がある前には、今年度と同じように3,500円というふうに考えておりました。それは、もともと無料で臨時接種、特例接種が行われていたところから考えると、大きな変化を来すべきではなかろうというようなことで、その価格に設定したところでございます。今年度につきましても、令和６年度とそこまで大きな価格の変動を来すべきではないのではないかということで、当初、3,500円というふうに設定しております。今回、都の1,000円の自治体への補助が発表されたということで、2,500円という自己負担額に変更となったところでございます。

周知につきましては、区報でもお伝えしますのと、ホームページ、またＳＮＳなどでもお知らせをしていく予定でございます。価格が一部変更になりましたので、その点も併せて区報では今後お伝えしていく考えでございます。

以上です。",,2025/9/9,子ども子育て・高齢者対策特別委員会,理事者
,令和7年 子ども子育て・高齢者対策特別委員会(9月9日),墨谷委員,墨谷浩一,"御丁寧にありがとうございます。

まず、例年から見て、接種する方をおおむね33％ぐらいと見込んでいるということでお話しいただきました。また、案内については、区報やＳＮＳを駆使していただくということで、高齢者なので、何かお知らせがいくのではないかというふうに思うんですけれども、その辺をもう少し詳しく教えていただきたいと思います。

新型コロナウイルスの接種ですけれども、受けたほうがいいのか、受けないほうがいいのかという質問を私も時々いただくんです。これは任意というか、自分で考えたほうがいいのではないかと。私は、やったほうがいいとか悪いとかと言うことは避けているんです。その辺の本区として接種についてのお考えを教えていただきたいのと、今回、オミクロン系統から派生したニンバス株は、調べてみると、感染力、免疫回避能力が高い。また、喉の強い痛みや発熱が比較的多い。重症化リスクは従来のオミクロン株と同等ということが出ております。また、日本で使用されている主なワクチンの製品ですけれども、例えばファイザー、モデルナ、第一三共、武田薬品、Ｍｅｉｊｉ Ｓｅｉｋａファルマ、その中でｍＲＮＡワクチンが４社、武田薬品は不活化ワクチンということで、当初も選べるような状況ではなかったかもしれないですけれども、そういうメニューがあるということで、病院に行ったときに惑うことはないのか。その辺の情報をお知らせしたほうが、不活化ワクチンとか、違いがあるのだということなどもちゃんとお伝えしたほうがいいのではないかというふうに思いまして、本区のお考えを教えていただきたいと思います。",,2025/9/9,子ども子育て・高齢者対策特別委員会,議員
,令和7年 子ども子育て・高齢者対策特別委員会(9月9日),武田健康推進課長,墨谷浩一,"まず、すみません。先ほど周知の中で、私、答弁が一部漏れてしまいまして、接種の対象の方には個別に通知をお送りしております。予診票とともにお送りしておりますので、接種対象の方には確実にお知らせがいっております。

それから、ワクチンそのものに対する考え方ですけれども、こちらはＢ類疾患とされますので、例えばはしかなどのように、接種の努力義務はないものでございます。ですので、個人の重症化を防ぐですとか、そういったことが目的とされるもので、世間一般の流行を抑えるために接種するものではないということでございます。ただ、効果については、国の厚労省の委託事業で研究がこれまでもなされておりまして、発症の予防ですとか、65歳以上や60歳以上での発症予防や入院予防の効果も示されているところでございますので、そういったところから、Ｂ類疾患として、国のほうで定期接種という形で実施をされているというふうに考えております。

それから、ワクチンのメニューについてですが、委員御指摘のとおり、種類としては複数ございますし、会社も異なるところですが、どのワクチンを各医療機関で卸すかというのは、医療機関ごとの選択となりますので、区としてこれを勧めしますとか、そういったところまでは申し上げられないところでございます。

以上でございます。",,2025/9/9,子ども子育て・高齢者対策特別委員会,理事者
,令和7年 子ども子育て・高齢者対策特別委員会(9月9日),墨谷委員,墨谷浩一,"御答弁ありがとうございます。先ほどの周知については、個別通知の中で入れていただくということで安心しました。

個人の重症化を防ぐという意味で、高齢になると、必要な方はしっかりと打ったほうがいいのではないかというような考えもあるのかなというふうに思いました。

最後に、介護施設等、この接種はどういうふうに考えるのか。また、そこで働いている方への接種の支援というのは、本区としてどのように考えているのか、その点について教えていただきたいと思います。",,2025/9/9,子ども子育て・高齢者対策特別委員会,議員
,令和7年 子ども子育て・高齢者対策特別委員会(9月9日),武田健康推進課長,墨谷浩一,介護施設での接種及び介護施設にお勤めの方々に対する接種については、区として特に勧めているところではございません。特に、お勤めの方々につきましては、定期接種の対象となる年齢でない方々もおられるところでございますので、現時点では、そういった方々に対する接種というのは勧めてはいないところでございます。,,2025/9/9,子ども子育て・高齢者対策特別委員会,理事者
,令和7年 子ども子育て・高齢者対策特別委員会(9月9日),墨谷委員,墨谷浩一,"御答弁ありがとうございます。介護施設での接種、また働く方への接種は、本区としては考えられていないということで、介護施設で、例えば接種を受けたいという方はいるんですか。それとも、お医者さんが行って接種の人を決めているようなところもあるのか。介護施設でも風評で、コロナが出たよとか、お父さん、お母さんが入所しているので、行って私も話を聞いたりとかするんですけれども、そういった方はどういうふうになるのかなというふうに思ったのと、金額なんです。例えば、介護施設で働いている方が自分で受けようとなった場合は、現状、本当は幾らぐらいになるんですか。3,500円引く幾らというのでなく、病院に行くと幾らぐらいになるのか、その点について教えていただきたいと思います。",,2025/9/9,子ども子育て・高齢者対策特別委員会,議員
,令和7年 子ども子育て・高齢者対策特別委員会(9月9日),武田健康推進課長,墨谷浩一,"まず、自己負担、定期接種によらない形での接種となりますと、医療機関ごとに価格の設定は異なりますが、おおむね１万5,000円ほどになるのではないかと、これは推測の域を出ませんけれども、そのように考えます。

それから、例えば介護施設でコロナの集団発生があったような場合には、保健所に報告があれば、こちらのほうで専門職を中心に職員が参りまして、どういう感染対策をしているか、もし足りないようなところがあれば、その点の指摘と、対策等をどうしていこうかというようなことを助言するようなことも行っておりますし、介護施設など高齢者の方が御利用になる福祉施設向けのマニュアルなども都が出しておりますので、そういったものも用いて御説明をするというようなこともしております。

以上でございます。",,2025/9/9,子ども子育て・高齢者対策特別委員会,理事者
,令和7年 子ども子育て・高齢者対策特別委員会(9月9日),阿部高齢者福祉課長,墨谷浩一,"コロナのワクチンにつきましては、５類感染症移行後は各自の判断というところもございますけれども、確かに、介護施設でクラスター等が起きてしまう場合もございますので、検査薬などにつきましては、ちゃんと常備するようにしておりますし、区立の特養のほうは医師が常駐しておりますので、そういったところとしっかり相談しながら、クラスターが起きないような、しっかりした感染予防対策についてはやっているところでございます。

以上です。",,2025/9/9,子ども子育て・高齢者対策特別委員会,理事者
,令和7年 子ども子育て・高齢者対策特別委員会(9月9日),墨谷委員,墨谷浩一,"介護施設等にいらっしゃる方、また働く方への支援というのは、私は何か必要ではないかなというふうに感じていたんですけれども、本区としては、介護施設で新型コロナにならないように、しっかりと支援をしているというところが分かりました。大事なお父さん、お母さんが入所されたりとかしていて、会えなくなってしまうとか、そういったことがあると思いましたので、私は質問させていただきました。これからも新型コロナというのはまた続くのではないかなというふうに思いますので、さらなる対策をよろしくお願いいたします。

以上です。ありがとうございます。",,2025/9/9,子ども子育て・高齢者対策特別委員会,議員
,令和7年 子ども子育て・高齢者対策特別委員会(9月9日),山本委員長,山本理恵,"ありがとうございます。

質疑の途中ではありますが、ここで休憩に入らせていただきます。再開は午後３時15分でお願いします。

（午後３時３分 休憩）

（午後３時15分 再開）",,2025/9/9,子ども子育て・高齢者対策特別委員会,議長/委員長
,令和7年 子ども子育て・高齢者対策特別委員会(9月9日),山本委員長,山本理恵,"それでは、委員会を再開いたします。

次の質疑のある方。",,2025/9/9,子ども子育て・高齢者対策特別委員会,議長/委員長
,令和7年 子ども子育て・高齢者対策特別委員会(9月9日),白須委員,しらす夏,"よろしくお願いいたします。

子どもの居場所づくりについては、これまで多くの議論が重ねられてまいりましたが、単身高齢者も増加する中で、高齢者の居場所や孤立などについて大きな課題が出てきていると感じております。

まず、本区における高齢者の現状、特に単身高齢者の実態についてどのように把握しているのかお聞かせいただけますでしょうか。また、孤立や孤独を防ぐために、見守り体制がとても大切だと考えております。おとしより相談センターや民間事業者、町会・自治会などとの連携について、今後広げていく必要性があると、区としては感じているかどうか、お考えを伺いたいと思います。",,2025/9/9,子ども子育て・高齢者対策特別委員会,議員
,令和7年 子ども子育て・高齢者対策特別委員会(9月9日),阿部高齢者福祉課長,しらす夏,"調査の結果により、本区におきましては、国や都に比べますと単身高齢者世帯が多いといったデータがありますので、やはりひとり暮らしの高齢者は増えていると考えております。ひとり暮らしの高齢者だけではなく、高齢者のみ世帯もたくさんありますので、高齢者の方の居場所につきましては、敬老館、いきいき館は、60歳以上の方でしたら、どなたでもいらしていただいて、健康づくりですとか、生きがいづくり等、そこでお友達をつくることもできますし、そういった形で孤立防止を特にやっております。また、敬老館になかなか来られない方につきましては、地域の方が主体になって運営していただいています高齢者通いの場もどんどん増えているところでございますので、そちらに参加していただいて、体操ですとか、いろいろな歌を歌ったりですとか、そういった形で過ごしていただくというような場も、今、つくっているところです。

見守りにつきましては、地域の方の御協力を得て見守り団体を結成していただいたところには助成金を出すなどして支援をして、最低でも月１回は訪問して見守りしていただくような形を取っていただいたり、また、高齢者クラブも、クラブの会員同士での見守り等もやっていただいているところです。今後も見守り体制は強化していきたいとは思っておりますけれども、やはりおとしより相談センターを中心として、民生委員ですとか、地域のいろいろな方と連携しながらやっていきたいと考えております。

以上です。",,2025/9/9,子ども子育て・高齢者対策特別委員会,理事者
,令和7年 子ども子育て・高齢者対策特別委員会(9月9日),白須委員,しらす夏,"御答弁ありがとうございました。

本区におきましては、若い世代の方が多く入っている中で、ひとり暮らしの高齢者が多いという特徴があると認識しておりますので、しっかりと把握していただいて、お声かけなどをしていただけたらと考えております。

また、先ほどの委員のお話でも出ましたように、敬老会やいきいき館、通いの場等もありまして、全然出てこられない方も多いと思いますので、常連さんだけではなくて、出てこられるように、知らない誰かとの出会いを見つける方、私もお話ししてみると、探していらっしゃる方々がいらっしゃいますので、チラシとか、いろいろお声かけをしていただけたらと考えております。

また、本区におきましては、ひとり暮らしの高齢者の方々には配食弁当のサービスも行っておりますし、ボランティア団体さんでもやっていらっしゃると思うんですが、近年、お取りになる方が増えているかということと、やはりボランティアの方々が作っている弁当は手作りということで、かなり評判がよくて、そちらのほうも人気であると伺っております。区で補助をしている配食弁当のほかに、ボランティアさんが作っているお弁当をお取りになりたいという、この違いはどういうふうになっているんでしょうか。手作り弁当を作っていることを知らない方もいらっしゃるんですけれども、うわさで聞いたという方もいらっしゃいます。お声かけなどをして知っているのか、配食弁当とボランティアさんが作る弁当の取り方の違いについてお聞かせいただけたらと思います。",,2025/9/9,子ども子育て・高齢者対策特別委員会,議員
,令和7年 子ども子育て・高齢者対策特別委員会(9月9日),阿部高齢者福祉課長,しらす夏,"高齢者食事サービスにつきましては、社会福祉協議会に委託して実施しているものでございます。こちらは、基本的に毎日、昼食と夕食を１週間分ですとか、御自分の御希望に応じてやっているところですけれども、民間の配食サービスを利用する区民の方のほうがどちらかというと多いというところもございまして、そちらがどうしても目立ってしまうというところはあるんですが、社会福祉協議会のほうでは、それぞれこういったものがありますよということではお知らせはしているところです。

協力員の方による配食というのは、前にやっていた団体が活動を終了してしまったりですとか、協力員の方による提供がなかなか難しくなっている状況もあります。協力員の方が高齢化しているですとか、常時募集しているけれども、なかなか増えないですとか、そういった状況もございまして、今、回数も月に２回、昼のみやっていただいているというような形になってしまうので、どうしても日々の見守りという形では民間の配食サービスを御利用していただくことが多くなっている状況でございます。特に民間以外のところを強くＰＲしているということではないですけれども、いろいろな事情がありまして、民間のサービスのほうを使う方が一般的になっております。

以上です。",,2025/9/9,子ども子育て・高齢者対策特別委員会,理事者
,令和7年 子ども子育て・高齢者対策特別委員会(9月9日),白須委員,しらす夏,"御答弁ありがとうございました。

ボランティアの協力員の方々が高齢になられて、なかなか継続も難しいですし、増やしていくのも困難である状況は把握しております。また、若い方々のボランティアの機会を増やすのもすばらしいと思いますので、中央区に唯一ある大学にお声かけしましたり、小・中学生や高校、大学生の方にも、高齢者の方にお弁当を作って、お届けしませんかというようなお声かけも今後強化していただけたらと考えております。よろしくお願いいたします。

次に、世代間交流というものはすばらしいと考えております。子供と高齢者が交流、触れ合うというのはなかなか難しく、そんなにうまくはいかない、簡単ではないと考えておりますが、お互いにとって、学びや安心につながる大切な機会だと考えております。区内でそのような交流の場を増やしていったらいかがかと考えております。また、既存施設の活用や新たな整備、またイベントなどを通じた取組についても今後増やしていただけたらと考えておりますが、お考えをお聞かせください。",,2025/9/9,子ども子育て・高齢者対策特別委員会,議員
